Date,Close,Mean,Median,Up/Down,Gain%/Loss%
1900-01-03,66.61,0,0,0,0
1900-01-04,67.15,66.88,66.88,0.5400000000000063,0.008106890857228738
1900-01-05,66.71,66.82333333333332,67.15,-0.44000000000001194,-0.006552494415487891
1900-01-06,66.02,66.62249999999999,66.93,-0.6899999999999977,-0.010343276870034444
1900-01-08,66.41,66.58,66.71,0.39000000000000057,0.005907300817933969
1900-01-09,64.99,66.315,66.365,-1.4200000000000017,-0.021382321939466976
1900-01-10,64.14,66.00428571428571,66.02,-0.8499999999999943,-0.013078935220803114
1900-01-11,63.27,65.6625,66.215,-0.8699999999999974,-0.013564078578110343
1900-01-12,64.93,65.58111111111111,66.41,1.6600000000000037,0.026236763078868398
1900-01-13,64.8,65.503,65.69999999999999,-0.13000000000000966,-0.002002156168181267
1900-01-15,64.22,65.38636363636364,64.99,-0.5799999999999983,-0.008950617283950591
1900-01-16,64.29,65.295,64.565,0.07000000000000739,0.0010900031142947273
1900-01-17,64.56,65.23846153846154,64.14,0.269999999999996,0.00419972001866536
1900-01-18,64.28,65.16999999999999,63.705,-0.28000000000000114,-0.00433705080545231
1900-01-19,65.29,65.17799999999998,63.27,1.0100000000000051,0.015712507778469276
1900-01-20,64.83,65.15624999999999,64.10000000000001,-0.46000000000000796,-0.007045489355184682
1900-01-22,65.37,65.16882352941175,64.93,0.5400000000000063,0.008329477093938088
1900-01-23,64.38,65.125,64.86500000000001,-0.9900000000000091,-0.015144561725562323
1900-01-24,64.72,65.10368421052631,64.8,0.3400000000000034,0.005281143212177748
1900-01-25,65.05,65.101,64.50999999999999,0.3299999999999983,0.005098887515451148
1900-01-26,64.23,65.05952380952381,64.22,-0.8199999999999932,-0.01260568793235962
1900-01-27,64.27,65.02363636363636,64.255,0.03999999999999204,0.0006227619492447772
1900-01-29,64.45,64.99869565217391,64.29,0.18000000000000682,0.0028006846117941005
1900-01-30,66.06,65.04291666666667,64.42500000000001,1.6099999999999994,0.024980605120248245
1900-01-31,66.13,65.0864,64.56,0.06999999999999318,0.0010596427490159428
1900-02-01,67.34,65.17307692307692,64.42,1.210000000000008,0.018297293210343384
1900-02-02,67.86,65.27259259259257,64.28,0.519999999999996,0.007722007722007662
1900-02-03,67.88,65.36571428571428,64.785,0.01999999999999602,0.0002947244326554085
1900-02-05,69.36,65.50344827586206,65.29,1.480000000000004,0.02180318208603424
1900-02-06,68.03,65.58766666666665,65.06,-1.3299999999999983,-0.019175317185697784
1900-02-07,67.94,65.66354838709677,64.83,-0.09000000000000341,-0.0013229457592239219
1900-02-08,67.46,65.71968749999999,65.1,-0.480000000000004,-0.007065057403591463
1900-02-09,66.86,65.75424242424242,65.37,-0.5999999999999943,-0.008894159501926985
1900-02-10,66.66,65.78088235294116,64.875,-0.20000000000000284,-0.0029913251570446134
1900-02-13,67.39,65.82685714285714,64.38,0.730000000000004,0.01095109510951101
1900-02-14,66.9,65.85666666666665,64.55,-0.4899999999999949,-0.007271108473067145
1900-02-15,67.08,65.88972972972972,64.72,0.1799999999999926,0.0026905829596411447
1900-02-16,66.4,65.90315789473684,64.88499999999999,-0.6799999999999926,-0.010137149672033283
1900-02-17,65.81,65.90076923076923,65.05,-0.5900000000000034,-0.00888554216867475
1900-02-19,66.25,65.9095,64.64,0.4399999999999977,0.006685913994833577
1900-02-20,66.16,65.91560975609755,64.23,-0.09000000000000341,-0.0013584905660377873
1900-02-21,65.59,65.90785714285714,64.25,-0.5699999999999932,-0.008615477629987805
1900-02-23,64.52,65.87558139534883,64.27,-1.0700000000000074,-0.016313462418051643
1900-02-24,64.12,65.83568181818181,64.36,-0.3999999999999915,-0.006199628022318529
1900-02-26,63.56,65.78511111111109,64.45,-0.5600000000000023,-0.008733624454148506
1900-02-27,63.35,65.73217391304347,65.255,-0.21000000000000085,-0.003303964757709264
1900-02-28,63.96,65.69446808510637,66.06,0.6099999999999994,0.009629044988161
1900-03-01,63.59,65.65062499999999,66.095,-0.36999999999999744,-0.005784865540963062
1900-03-02,61.95,65.57510204081632,66.13,-1.6400000000000006,-0.025790218587828283
1900-03-03,62.76,65.5188,66.735,0.8099999999999952,0.013075060532687572
1900-03-05,62.12,65.45215686274508,67.34,-0.6400000000000006,-0.010197578075207148
1900-03-06,61.87,65.38326923076922,67.6,-0.25,-0.004024468770122344
1900-03-07,61.83,65.31622641509432,67.86,-0.03999999999999915,-0.0006465168902537442
1900-03-08,61.39,65.2435185185185,67.87,-0.4399999999999977,-0.007116286592269088
1900-03-09,61.11,65.16836363636362,67.88,-0.28000000000000114,-0.004561003420752584
1900-03-10,61.68,65.10607142857141,68.62,0.5700000000000003,0.009327442317133044
1900-03-12,63.31,65.07456140350875,69.36,1.6300000000000026,0.026426718547341157
1900-03-13,62.88,65.03672413793102,68.695,-0.4299999999999997,-0.006791975991154631
1900-03-14,62.03,64.9857627118644,68.03,-0.8500000000000014,-0.013517811704834628
1900-03-15,61.81,64.93283333333332,67.985,-0.21999999999999886,-0.003546670965661758
1900-03-16,61.91,64.88327868852458,67.94,0.09999999999999432,0.0016178611875100196
1900-03-17,62.5,64.8448387096774,67.69999999999999,0.5900000000000034,0.009529962849297424
1900-03-19,62.91,64.81412698412697,67.46,0.4099999999999966,0.006559999999999945
1900-03-20,63.45,64.79281249999998,67.16,0.5400000000000063,0.008583690987124564
1900-03-21,64.08,64.78184615384613,66.86,0.6299999999999955,0.009929078014184325
1900-03-22,64.06,64.77090909090907,66.75999999999999,-0.01999999999999602,-0.00031210986267159836
1900-03-23,63.67,64.75447761194029,66.66,-0.39000000000000057,-0.006088042460193577
1900-03-24,64.26,64.74720588235293,67.025,0.5900000000000034,0.009266530548138894
1900-03-26,64.06,64.7372463768116,67.39,-0.20000000000000284,-0.0031123560535325683
1900-03-27,64.71,64.73685714285715,67.14500000000001,0.6499999999999915,0.010146737433655814
1900-03-28,65.12,64.74225352112676,66.9,0.4100000000000108,0.00633596043888133
1900-03-29,64.07,64.73291666666665,66.99000000000001,-1.0500000000000114,-0.0161240786240788
1900-03-30,65.39,64.74191780821917,67.08,1.3200000000000074,0.02060246605275492
1900-03-31,66.02,64.75918918918919,66.74000000000001,0.6299999999999955,0.009634500688178551
1900-04-02,65.55,64.76973333333333,66.4,-0.46999999999999886,-0.007119054831869114
1900-04-03,65.17,64.775,66.105,-0.37999999999999545,-0.005797101449275293
1900-04-04,65.11,64.77935064935065,65.81,-0.060000000000002274,-0.0009206690194875291
1900-04-05,65.47,64.78820512820513,66.03,0.35999999999999943,0.0055291045922285275
1900-04-06,66.15,64.80544303797468,66.25,0.6800000000000068,0.010386436535818036
1900-04-07,66.15,64.82225,66.205,0.0,0.0
1900-04-09,65.46,64.83012345679012,66.16,-0.6900000000000119,-0.010430839002267753
1900-04-10,64.55,64.82670731707317,65.875,-0.9099999999999966,-0.013901619309501935
1900-04-11,64.78,64.82614457831325,65.59,0.23000000000000398,0.0035631293570875908
1900-04-12,64.4,64.82107142857141,65.055,-0.37999999999999545,-0.005866008027168809
1900-04-16,61.55,64.78258823529411,64.52,-2.8500000000000085,-0.04425465838509329
1900-04-17,61.8,64.74790697674418,64.32,0.25,0.004061738424045492
1900-04-18,61.82,64.71425287356321,64.12,0.020000000000003126,0.00032362459546930625
1900-04-19,62.38,64.68772727272727,63.84,0.5600000000000023,0.009058557101261765
1900-04-20,62.2,64.65977528089887,63.56,-0.17999999999999972,-0.002885540237255526
1900-04-21,60.47,64.61322222222222,63.455,-1.730000000000004,-0.02781350482315119
1900-04-23,61.19,64.57560439560439,63.35,0.7199999999999989,0.011906730610219926
1900-04-24,61.69,64.54423913043478,63.655,0.5,0.008171269815329302
1900-04-25,61.89,64.51569892473117,63.96,0.20000000000000284,0.003242016534284371
1900-04-26,63.05,64.50010638297871,63.775000000000006,1.1599999999999966,0.0187429310066246
1900-04-27,62.25,64.47642105263157,63.59,-0.7999999999999972,-0.012688342585249757
1900-04-28,61.79,64.4484375,62.77,-0.46000000000000085,-0.007389558232931741
1900-04-30,61.33,64.4162886597938,61.95,-0.46000000000000085,-0.007444570318821829
1900-05-01,61.32,64.38469387755102,62.355000000000004,-0.00999999999999801,-0.0001630523398010437
1900-05-02,61.05,64.35101010101009,62.76,-0.2700000000000031,-0.0044031311154599335
1900-05-03,61.02,64.3177,62.44,-0.02999999999999403,-0.0004914004914003937
1900-05-04,61.18,64.28663366336633,62.12,0.1599999999999966,0.002622091117666283
1900-05-05,61.36,64.25794117647058,61.995,0.17999999999999972,0.0029421379535795964
1900-05-07,60.62,64.2226213592233,61.87,-0.740000000000002,-0.012059973924380737
1900-05-08,59.26,64.17490384615384,61.849999999999994,-1.3599999999999994,-0.022434839986803026
1900-05-09,59.94,64.13457142857142,61.83,0.6799999999999997,0.011474856564292943
1900-05-10,60.1,64.09650943396225,61.61,0.1600000000000037,0.0026693360026693977
1900-05-11,58.62,64.04532710280374,61.39,-1.480000000000004,-0.024625623960066623
1900-05-12,58.12,63.99046296296296,61.25,-0.5,-0.0085295121119072
1900-05-14,57.55,63.931376146788985,61.11,-0.5700000000000003,-0.00980729525120441
1900-05-15,56.62,63.86490909090909,61.394999999999996,-0.9299999999999997,-0.01615986099044309
1900-05-16,57.12,63.80414414414414,61.68,0.5,0.008830801836806783
1900-05-17,56.76,63.741249999999994,62.495000000000005,-0.35999999999999943,-0.006302521008403352
1900-05-18,57.76,63.68831858407079,63.31,1.0,0.017618040873854827
1900-05-19,58.18,63.64,63.095,0.4200000000000017,0.007271468144044351
1900-05-21,57.4,63.58573913043478,62.88,-0.7800000000000011,-0.01340666895840497
1900-05-22,58.1,63.538448275862066,62.455,0.7000000000000028,0.012195121951219561
1900-05-23,58.35,63.49410256410257,62.03,0.25,0.004302925989672977
