Date,Close,Mean,Median,Up/Down,Gain%/Loss%
2004-08-19,100.340176,0,0,0,0
2004-08-20,108.310183,104.32517949999999,104.32517949999999,7.970006999999995,0.07942986865002107
2004-08-23,109.400185,106.01684799999998,108.310183,1.0900019999999984,0.010063707490919838
2004-08-24,104.870176,105.73017999999999,108.855184,-4.530008999999993,-0.04140769048973723
2004-08-25,106.000184,105.78418079999999,109.400185,1.1300080000000037,0.010775303743172928
2004-08-26,107.910182,106.13851433333332,107.13518049999999,1.9099980000000016,0.018018817778655945
2004-08-27,106.150181,106.14018099999998,104.870176,-1.7600010000000026,-0.0163098696284286
2004-08-30,102.010172,105.62392987499999,105.43518,-4.140009000000006,-0.03900143137768183
2004-08-31,102.370175,105.26240155555554,106.000184,0.36000300000000607,0.0035290892363166104
2004-09-01,100.250171,104.76117849999999,106.955183,-2.1200040000000087,-0.02070919581802032
2004-09-02,101.510173,104.46563254545453,107.910182,1.260002,0.012568577065070544
2004-09-03,100.010169,104.09434391666663,107.0301815,-1.50000399999999,-0.014776883495213725
2004-09-07,101.580175,103.90094630769228,106.150181,1.5700059999999922,0.015698463623234075
2004-09-08,102.300173,103.78660535714285,104.0801765,0.7199980000000039,0.00708797755073767
2004-09-09,102.310174,103.68817659999998,102.010172,0.010001000000002591,9.776132050140904e-05
2004-09-10,105.330177,103.79080162499999,102.1901735,3.0200030000000027,0.029518110290771303
2004-09-13,107.500188,104.00900082352939,102.370175,2.170010999999988,0.020601987595634516
2004-09-14,111.490192,104.42462255555554,101.31017299999999,3.990003999999999,0.037116251368788294
2004-09-15,112.000192,104.8233367368421,100.250171,0.5100000000000051,0.004574393413906805
2004-09-16,113.970198,105.28067979999999,100.88017199999999,1.970005999999998,0.017589309132612897
2004-09-17,117.4902,105.86208552380951,101.510173,3.520002000000005,0.03088528458992416
2004-09-20,119.360208,106.47563654545455,100.760171,1.8700079999999986,0.015916289188374847
2004-09-21,117.840202,106.96974808695651,100.010169,-1.520005999999995,-0.01273461252681459
2004-09-22,118.380206,107.44518383333332,100.79517200000001,0.5400039999999962,0.004582510814093785
2004-09-23,120.820207,107.98018475999999,101.580175,2.440000999999995,0.020611562375554535
2004-09-24,119.830203,108.43595469230769,101.940174,-0.990003999999999,-0.008194026682970333
2004-09-27,118.260205,108.7998158148148,102.300173,-1.5699979999999982,-0.013101855464602678
2004-09-28,126.860221,109.44483028571427,102.3051735,8.600015999999997,0.07272113218474462
2004-09-29,131.080225,110.19087837931035,102.310174,4.220004000000017,0.03326499013429921
2004-09-30,129.600224,110.83785656666666,103.8201755,-1.4800010000000157,-0.011290803017770343
2004-10-01,132.580229,111.53922341935484,105.330177,2.9800050000000056,0.022993825998325477
2004-10-04,135.060228,112.27425481249999,106.4151825,2.4799989999999923,0.018705647280183778
2004-10-05,138.370232,113.06504199999998,107.500188,3.310003999999992,0.024507614484406116
2004-10-06,137.080241,113.77137138235292,109.49519,-1.2899909999999863,-0.009322749419109065
2004-10-07,138.850236,114.48791037142855,111.490192,1.7699949999999944,0.012912108901238322
2004-10-08,137.730237,115.13353055555552,111.745192,-1.119999000000007,-0.00806623764038836
2004-10-11,135.260224,115.67749524324321,112.000192,-2.4700129999999945,-0.017933701805798785
2004-10-12,137.400238,116.24914636842102,112.985195,2.140014000000008,0.015821458346838225
2004-10-13,140.900238,116.88122564102562,113.970198,3.5,0.025473027201015474
2004-10-14,142.000249,117.50920122499997,115.730199,1.100010999999995,0.007807020169831047
2004-10-15,144.110243,118.15800712195119,117.4902,2.1099940000000004,0.014859086620334028
2004-10-18,149.160253,118.89615583333331,118.42520400000001,5.0500100000000145,0.03504268603585669
2004-10-19,147.940256,119.57160002325578,119.360208,-1.2199970000000064,-0.0081791025119809
2004-10-20,140.490243,120.0470237272727,118.600205,-7.450013000000013,-0.05035825407791651
2004-10-21,149.380252,120.69887324444441,117.840202,8.89000900000002,0.0632784797731471
2004-10-22,172.430294,121.82346934782606,118.11020400000001,23.05004199999999,0.15430447928284383
2004-10-25,187.400315,123.21872138297869,118.380206,14.970021000000003,0.0868178128838544
2004-10-26,181.800307,124.4391710833333,119.6002065,-5.6000080000000025,-0.029882596515379403
2004-10-27,185.97032,125.69490881632652,120.820207,4.170012999999983,0.022937326502974403
2004-10-28,193.300332,127.04701727999998,120.325205,7.330012000000011,0.03941495610697455
2004-10-29,190.640325,128.29394488235292,119.830203,-2.6600070000000073,-0.013761005852799092
2004-11-01,196.030335,129.59656776923077,119.045204,5.390010000000018,0.028273189316059013
2004-11-02,194.870331,130.82814820754717,118.260205,-1.160004000000015,-0.005917471905559998
2004-11-03,191.670326,131.95485520370372,122.560213,-3.2000050000000044,-0.016421201645108328
2004-11-04,184.700317,132.9138636,126.860221,-6.970008999999976,-0.03636457006912993
2004-11-05,169.350291,133.56451408928572,128.970223,-15.350026000000014,-0.0831077404160601
2004-11-08,172.550295,134.24847515789475,131.080225,3.200004000000007,0.018895769125073465
2004-11-09,168.700295,134.84247205172412,130.3402245,-3.8499999999999943,-0.02231233507888233
2004-11-10,167.860288,135.40209605084743,129.600224,-0.8400070000000142,-0.004979285898699905
2004-11-11,183.020319,136.19573309999998,131.0902265,15.160031000000004,0.09031338609403555
2004-11-12,182.000319,136.94662795081967,132.580229,-1.0200000000000102,-0.005573151689239544
